id,zip,lat,lng,city,state_id,state_name,county_name,county_names_all,timezone
3999,14035,42.49073,-78.84831,Collins Center,NY,New York,Erie,Erie,America/New_York
4000,14036,42.97503,-78.38734,Corfu,NY,New York,Genesee,Genesee,America/New_York
4001,14037,42.80578,-78.45513,Cowlesville,NY,New York,Wyoming,Wyoming|Erie,America/New_York
4002,14039,42.83638,-78.16926,Dale,NY,New York,Wyoming,Wyoming,America/New_York
4003,14040,42.88925,-78.38116,Darien Center,NY,New York,Genesee,Genesee|Wyoming,America/New_York
4004,14041,42.40358,-78.97358,Dayton,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4005,14042,42.469,-78.48654,Delevan,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4006,14043,42.90191,-78.70339,Depew,NY,New York,Erie,Erie,America/New_York
4007,14047,42.68585,-78.99348,Derby,NY,New York,Erie,Erie,America/New_York
4008,14048,42.48052,-79.31161,Dunkirk,NY,New York,Chautauqua,Chautauqua,America/New_York
4009,14051,43.04221,-78.69906,East Amherst,NY,New York,Erie,Erie,America/New_York
4010,14052,42.77018,-78.58105,East Aurora,NY,New York,Erie,Erie,America/New_York
4011,14054,42.91517,-78.1275,East Bethany,NY,New York,Genesee,Genesee|Wyoming,America/New_York
4012,14055,42.55467,-78.6014,East Concord,NY,New York,Erie,Erie,America/New_York
4013,14057,42.64582,-78.87732,Eden,NY,New York,Erie,Erie,America/New_York
4014,14058,43.10243,-78.16272,Elba,NY,New York,Genesee,Genesee|Orleans,America/New_York
4015,14059,42.83363,-78.636,Elma,NY,New York,Erie,Erie,America/New_York
4016,14060,42.44658,-78.30793,Farmersville Station,NY,New York,Cattaraugus,Cattaraugus|Allegany,America/New_York
4017,14061,42.59387,-79.07934,Farnham,NY,New York,Erie,Erie,America/New_York
4018,14062,42.4409,-79.15074,Forestville,NY,New York,Chautauqua,Chautauqua,America/New_York
4019,14063,42.414,-79.32601,Fredonia,NY,New York,Chautauqua,Chautauqua,America/New_York
4020,14065,42.48717,-78.31345,Freedom,NY,New York,Cattaraugus,Cattaraugus|Allegany,America/New_York
4021,14066,42.62421,-78.18037,Gainesville,NY,New York,Wyoming,Wyoming,America/New_York
4022,14067,43.21573,-78.56662,Gasport,NY,New York,Niagara,Niagara,America/New_York
4023,14068,43.02746,-78.75649,Getzville,NY,New York,Erie,Erie,America/New_York
4024,14069,42.60762,-78.63381,Glenwood,NY,New York,Erie,Erie,America/New_York
4025,14070,42.4361,-78.92583,Gowanda,NY,New York,Erie,Erie|Cattaraugus,America/New_York
4026,14072,43.01819,-78.96356,Grand Island,NY,New York,Erie,Erie,America/Toronto
4027,14075,42.71394,-78.83238,Hamburg,NY,New York,Erie,Erie,America/New_York
4028,14080,42.64406,-78.54661,Holland,NY,New York,Erie,Erie,America/New_York
4029,14081,42.56181,-79.06362,Irving,NY,New York,Erie,Erie|Chautauqua|Cattaraugus,America/New_York
4030,14082,42.65656,-78.38237,Java Center,NY,New York,Wyoming,Wyoming,America/New_York
4031,14085,42.71412,-78.92916,Lake View,NY,New York,Erie,Erie,America/New_York
4032,14086,42.90809,-78.62904,Lancaster,NY,New York,Erie,Erie,America/New_York
4033,14091,42.54238,-78.88369,Lawtons,NY,New York,Erie,Erie,America/New_York
4034,14092,43.17357,-78.99361,Lewiston,NY,New York,Niagara,Niagara,America/New_York
4035,14094,43.16018,-78.7009,Lockport,NY,New York,Niagara,Niagara,America/New_York
4036,14098,43.33438,-78.3806,Lyndonville,NY,New York,Orleans,Orleans,America/New_York
4037,14101,42.38953,-78.54357,Machias,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4038,14102,42.83931,-78.55687,Marilla,NY,New York,Erie,Erie,America/New_York
4039,14103,43.21227,-78.37666,Medina,NY,New York,Orleans,Orleans,America/New_York
4040,14105,43.19782,-78.48395,Middleport,NY,New York,Niagara,Niagara|Orleans|Genesee,America/New_York
4041,14108,43.26333,-78.72701,Newfane,NY,New York,Niagara,Niagara,America/New_York
4042,14109,43.13777,-79.03521,Niagara University,NY,New York,Niagara,Niagara,America/Toronto
4043,14111,42.58254,-78.9008,North Collins,NY,New York,Erie,Erie,America/New_York
4044,14112,42.6981,-78.9395,North Evans,NY,New York,Erie,Erie,America/New_York
4045,14113,42.67163,-78.33968,North Java,NY,New York,Wyoming,Wyoming,America/New_York
4046,14120,43.07363,-78.83645,North Tonawanda,NY,New York,Niagara,Niagara,America/New_York
4047,14125,43.0871,-78.2784,Oakfield,NY,New York,Genesee,Genesee|Orleans,America/New_York
4048,14126,43.33565,-78.72558,Olcott,NY,New York,Niagara,Niagara,America/New_York
4049,14127,42.75176,-78.74377,Orchard Park,NY,New York,Erie,Erie,America/New_York
4050,14129,42.48009,-79.01038,Perrysburg,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4051,14130,42.55599,-78.14771,Pike,NY,New York,Wyoming,Wyoming,America/New_York
4052,14131,43.23624,-78.89904,Ransomville,NY,New York,Niagara,Niagara,America/New_York
4053,14132,43.14932,-78.8777,Sanborn,NY,New York,Niagara,Niagara,America/New_York
4054,14134,42.52748,-78.52419,Sardinia,NY,New York,Erie,Erie,America/New_York
4055,14135,42.48767,-79.2409,Sheridan,NY,New York,Chautauqua,Chautauqua,America/New_York
4056,14136,42.52306,-79.17042,Silver Creek,NY,New York,Chautauqua,Chautauqua,America/New_York
4057,14138,42.37026,-79.05056,South Dayton,NY,New York,Cattaraugus,Cattaraugus|Chautauqua,America/New_York
4058,14139,42.71657,-78.53477,South Wales,NY,New York,Erie,Erie,America/New_York
4059,14141,42.52208,-78.70939,Springville,NY,New York,Erie,Erie|Cattaraugus,America/New_York
4060,14143,42.97556,-78.07337,Stafford,NY,New York,Genesee,Genesee,America/New_York
4061,14145,42.73004,-78.42813,Strykersville,NY,New York,Wyoming,Wyoming|Erie,America/New_York
4062,14150,42.99782,-78.87829,Tonawanda,NY,New York,Erie,Erie,America/New_York
4063,14167,42.74412,-78.32487,Varysburg,NY,New York,Wyoming,Wyoming,America/New_York
4064,14168,42.52038,-78.99068,Versailles,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4065,14169,42.76612,-78.52369,Wales Center,NY,New York,Erie,Erie,America/New_York
4066,14170,42.70227,-78.67089,West Falls,NY,New York,Erie,Erie,America/New_York
4067,14171,42.42279,-78.64277,West Valley,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4068,14172,43.28315,-78.81813,Wilson,NY,New York,Niagara,Niagara,America/New_York
4069,14173,42.52601,-78.47312,Yorkshire,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4070,14174,43.24097,-79.00178,Youngstown,NY,New York,Niagara,Niagara,America/New_York
4071,14201,42.89667,-78.88697,Buffalo,NY,New York,Erie,Erie,America/New_York
4072,14202,42.88793,-78.88309,Buffalo,NY,New York,Erie,Erie,America/New_York
4073,14203,42.86381,-78.8658,Buffalo,NY,New York,Erie,Erie,America/New_York
4074,14204,42.88221,-78.86135,Buffalo,NY,New York,Erie,Erie,America/New_York
4075,14206,42.88088,-78.8114,Buffalo,NY,New York,Erie,Erie,America/New_York
4076,14207,42.95173,-78.89779,Buffalo,NY,New York,Erie,Erie,America/New_York
4077,14208,42.91609,-78.85301,Buffalo,NY,New York,Erie,Erie,America/New_York
4078,14209,42.91402,-78.86605,Buffalo,NY,New York,Erie,Erie,America/New_York
4079,14210,42.86351,-78.82739,Buffalo,NY,New York,Erie,Erie,America/New_York
4080,14211,42.90779,-78.81906,Buffalo,NY,New York,Erie,Erie,America/New_York
4081,14212,42.89422,-78.82018,Buffalo,NY,New York,Erie,Erie,America/New_York
4082,14213,42.91804,-78.89281,Buffalo,NY,New York,Erie,Erie,America/New_York
4083,14214,42.93952,-78.84083,Buffalo,NY,New York,Erie,Erie,America/New_York
4084,14215,42.93535,-78.81069,Buffalo,NY,New York,Erie,Erie,America/New_York
4085,14216,42.94848,-78.8617,Buffalo,NY,New York,Erie,Erie,America/New_York
4086,14217,42.97183,-78.87686,Buffalo,NY,New York,Erie,Erie,America/New_York
4087,14218,42.81966,-78.82865,Buffalo,NY,New York,Erie,Erie,America/New_York
4088,14219,42.78893,-78.82691,Buffalo,NY,New York,Erie,Erie,America/New_York
4089,14220,42.84565,-78.82321,Buffalo,NY,New York,Erie,Erie,America/New_York
4090,14221,42.98002,-78.72285,Buffalo,NY,New York,Erie,Erie,America/New_York
4091,14222,42.91977,-78.87686,Buffalo,NY,New York,Erie,Erie,America/New_York
4092,14223,42.97346,-78.84621,Buffalo,NY,New York,Erie,Erie,America/New_York
4093,14224,42.83781,-78.74799,Buffalo,NY,New York,Erie,Erie,America/New_York
4094,14225,42.92895,-78.75165,Buffalo,NY,New York,Erie,Erie,America/New_York
4095,14226,42.97098,-78.79873,Buffalo,NY,New York,Erie,Erie,America/New_York
4096,14227,42.88425,-78.74615,Buffalo,NY,New York,Erie,Erie,America/New_York
4097,14228,43.04091,-78.78122,Buffalo,NY,New York,Erie,Erie,America/New_York
4098,14261,43.00198,-78.78534,Buffalo,NY,New York,Erie,Erie,America/New_York
4099,14301,43.09583,-79.04052,Niagara Falls,NY,New York,Niagara,Niagara,America/Toronto
4100,14302,43.0939,-79.04919,Niagara Falls,NY,New York,Niagara,Niagara,America/Toronto
4101,14303,43.08501,-79.03812,Niagara Falls,NY,New York,Niagara,Niagara,America/Toronto
4102,14304,43.09942,-78.95199,Niagara Falls,NY,New York,Niagara,Niagara,America/New_York
4103,14305,43.11961,-79.02227,Niagara Falls,NY,New York,Niagara,Niagara,America/Toronto
4104,14411,43.23425,-78.21193,Albion,NY,New York,Orleans,Orleans,America/New_York
4105,14414,42.89349,-77.73514,Avon,NY,New York,Livingston,Livingston|Monroe,America/New_York
4106,14415,42.75548,-77.01708,Bellona,NY,New York,Yates,Yates,America/New_York
4107,14416,43.07902,-77.98172,Bergen,NY,New York,Genesee,Genesee|Monroe,America/New_York
4108,14418,42.60783,-77.2151,Branchport,NY,New York,Yates,Yates|Steuben,America/New_York
4109,14420,43.212,-77.93455,Brockport,NY,New York,Monroe,Monroe|Orleans,America/New_York
4110,14422,43.08233,-78.0657,Byron,NY,New York,Genesee,Genesee|Orleans,America/New_York
4111,14423,42.94419,-77.82759,Caledonia,NY,New York,Livingston,Livingston,America/New_York
4112,14424,42.84815,-77.30818,Canandaigua,NY,New York,Ontario,Ontario,America/New_York
4113,14425,42.99155,-77.33801,Farmington,NY,New York,Ontario,Ontario,America/New_York
4114,14427,42.62049,-78.05368,Castile,NY,New York,Wyoming,Wyoming,America/New_York
4115,14428,43.07741,-77.85949,Churchville,NY,New York,Monroe,Monroe,America/New_York
4116,14432,42.95739,-77.1435,Clifton Springs,NY,New York,Ontario,Ontario,America/New_York
4117,14433,43.08198,-76.8786,Clyde,NY,New York,Wayne,Wayne|Seneca,America/New_York
4118,14435,42.71313,-77.66234,Conesus,NY,New York,Livingston,Livingston,America/New_York
4119,14437,42.57523,-77.73829,Dansville,NY,New York,Livingston,Livingston|Steuben,America/New_York
4120,14441,42.68523,-76.95727,Dresden,NY,New York,Yates,Yates,America/New_York
4121,14445,43.11262,-77.48992,East Rochester,NY,New York,Monroe,Monroe,America/New_York
4122,14450,43.09166,-77.41702,Fairport,NY,New York,Monroe,Monroe|Wayne,America/New_York
4123,14454,42.7969,-77.77384,Geneseo,NY,New York,Livingston,Livingston,America/New_York
4124,14456,42.8459,-77.00121,Geneva,NY,New York,Ontario,Ontario|Seneca|Yates,America/New_York
4125,14462,42.68655,-77.75113,Groveland,NY,New York,Livingston,Livingston,America/New_York
4126,14464,43.32706,-77.93617,Hamlin,NY,New York,Monroe,Monroe|Orleans,America/New_York
4127,14466,42.77652,-77.5811,Hemlock,NY,New York,Ontario,Ontario|Livingston,America/New_York
4128,14467,43.04168,-77.61017,Henrietta,NY,New York,Monroe,Monroe,America/New_York
4129,14468,43.29112,-77.80539,Hilton,NY,New York,Monroe,Monroe,America/New_York
4130,14469,42.87755,-77.46599,Bloomfield,NY,New York,Ontario,Ontario,America/New_York
4131,14470,43.21053,-78.05341,Holley,NY,New York,Orleans,Orleans|Monroe,America/New_York
4132,14471,42.75386,-77.49222,Honeoye,NY,New York,Ontario,Ontario|Livingston,America/New_York
4133,14472,42.96729,-77.57913,Honeoye Falls,NY,New York,Monroe,Monroe|Livingston|Ontario,America/New_York
4134,14475,42.9378,-77.4984,Ionia,NY,New York,Ontario,Ontario,America/New_York
4135,14476,43.32922,-78.04473,Kendall,NY,New York,Orleans,Orleans|Monroe,America/New_York
4136,14477,43.33361,-78.13592,Kent,NY,New York,Orleans,Orleans,America/New_York
4137,14478,42.5779,-77.12632,Keuka Park,NY,New York,Yates,Yates,America/New_York
4138,14479,43.23624,-78.31386,Knowlesville,NY,New York,Orleans,Orleans,America/New_York
4139,14480,42.83948,-77.70683,Lakeville,NY,New York,Livingston,Livingston,America/New_York
4140,14481,42.76189,-77.92144,Leicester,NY,New York,Livingston,Livingston,America/New_York
4141,14482,42.97701,-77.97232,Le Roy,NY,New York,Genesee,Genesee|Livingston|Monroe,America/New_York
4142,14485,42.87991,-77.60055,Lima,NY,New York,Livingston,Livingston|Ontario,America/New_York
4143,14486,42.8943,-77.92158,Linwood,NY,New York,Livingston,Livingston,America/New_York
4144,14487,42.81176,-77.63595,Livonia,NY,New York,Livingston,Livingston|Ontario,America/New_York
4145,14489,43.08496,-76.99002,Lyons,NY,New York,Wayne,Wayne|Ontario|Seneca,America/New_York
4146,14502,43.09728,-77.33547,Macedon,NY,New York,Wayne,Wayne|Monroe,America/New_York
4147,14504,42.96905,-77.23154,Manchester,NY,New York,Ontario,Ontario,America/New_York
4148,14505,43.16056,-77.17323,Marion,NY,New York,Wayne,Wayne,America/New_York
4149,14506,43.00176,-77.50701,Mendon,NY,New York,Monroe,Monroe,America/New_York
4150,14507,42.69781,-77.27025,Middlesex,NY,New York,Yates,Yates,America/New_York
4151,14510,42.69013,-77.87462,Mount Morris,NY,New York,Livingston,Livingston,America/New_York
4152,14511,42.99763,-77.87806,Mumford,NY,New York,Monroe,Monroe,America/New_York
4153,14512,42.64558,-77.39159,Naples,NY,New York,Ontario,Ontario|Yates|Steuben,America/New_York
4154,14513,43.07279,-77.09532,Newark,NY,New York,Wayne,Wayne|Ontario,America/New_York
4155,14514,43.09985,-77.79969,North Chili,NY,New York,Monroe,Monroe,America/New_York
4156,14516,43.20068,-76.91599,North Rose,NY,New York,Wayne,Wayne,America/New_York
4157,14517,42.59241,-77.89582,Nunda,NY,New York,Livingston,Livingston,America/New_York
4158,14519,43.2326,-77.31398,Ontario,NY,New York,Wayne,Wayne|Monroe,America/New_York
4159,14521,42.67538,-76.80747,Ovid,NY,New York,Seneca,Seneca,America/New_York
4160,14522,43.06112,-77.22122,Palmyra,NY,New York,Wayne,Wayne|Ontario,America/New_York
4161,14525,42.87328,-78.01243,Pavilion,NY,New York,Genesee,Genesee|Wyoming|Livingston,America/New_York
4162,14526,43.15111,-77.44759,Penfield,NY,New York,Monroe,Monroe,America/New_York
4163,14527,42.66712,-77.0653,Penn Yan,NY,New York,Yates,Yates,America/New_York
4164,14529,42.53997,-77.63825,Perkinsville,NY,New York,Steuben,Steuben,America/New_York
4165,14530,42.73343,-78.00479,Perry,NY,New York,Wyoming,Wyoming,America/New_York
4166,14532,42.96449,-77.0258,Phelps,NY,New York,Ontario,Ontario|Seneca,America/New_York
4167,14533,42.84444,-77.88555,Piffard,NY,New York,Livingston,Livingston|Wyoming,America/New_York
4168,14534,43.05585,-77.52019,Pittsford,NY,New York,Monroe,Monroe|Ontario,America/New_York
4169,14536,42.54192,-78.0833,Portageville,NY,New York,Wyoming,Wyoming|Allegany,America/New_York
4170,14537,43.03584,-77.16341,Port Gibson,NY,New York,Ontario,Ontario,America/New_York
4171,14539,42.83458,-77.87489,Retsof,NY,New York,Livingston,Livingston,America/New_York
4172,14541,42.75657,-76.84444,Romulus,NY,New York,Seneca,Seneca,America/New_York
4173,14542,43.14733,-76.86014,Rose,NY,New York,Wayne,Wayne,America/New_York
4174,14543,42.98756,-77.6774,Rush,NY,New York,Monroe,Monroe,America/New_York
4175,14544,42.75658,-77.24347,Rushville,NY,New York,Yates,Yates|Ontario,America/New_York
4176,14545,42.66491,-77.70101,Scottsburg,NY,New York,Livingston,Livingston,America/New_York
4177,14546,43.031,-77.77345,Scottsville,NY,New York,Monroe,Monroe,America/New_York
4178,14548,42.97605,-77.24386,Shortsville,NY,New York,Ontario,Ontario,America/New_York
4179,14549,42.70004,-78.01723,Silver Lake,NY,New York,Wyoming,Wyoming,America/New_York
4180,14550,42.67783,-78.09104,Silver Springs,NY,New York,Wyoming,Wyoming,America/New_York
4181,14551,43.21915,-77.04497,Sodus,NY,New York,Wayne,Wayne,America/New_York
4182,14555,43.25922,-76.97814,Sodus Point,NY,New York,Wayne,Wayne,America/New_York
4183,14559,43.18805,-77.81798,Spencerport,NY,New York,Monroe,Monroe,America/New_York
4184,14560,42.68378,-77.57082,Springwater,NY,New York,Livingston,Livingston|Ontario,America/New_York
4185,14561,42.82046,-77.13175,Stanley,NY,New York,Ontario,Ontario|Yates,America/New_York
4186,14564,42.98295,-77.42408,Victor,NY,New York,Ontario,Ontario|Monroe,America/New_York
4187,14568,43.14723,-77.28382,Walworth,NY,New York,Wayne,Wayne,America/New_York
4188,14569,42.73931,-78.17138,Warsaw,NY,New York,Wyoming,Wyoming,America/New_York
4189,14571,43.34256,-78.25309,Waterport,NY,New York,Orleans,Orleans,America/New_York
4190,14572,42.56536,-77.571,Wayland,NY,New York,Steuben,Steuben|Livingston,America/New_York
4191,14580,43.2193,-77.44551,Webster,NY,New York,Monroe,Monroe|Wayne,America/New_York
4192,14585,42.90629,-77.55337,West Bloomfield,NY,New York,Ontario,Ontario,America/New_York
4193,14586,43.0418,-77.68688,West Henrietta,NY,New York,Monroe,Monroe,America/New_York
4194,14588,42.68099,-76.87062,Willard,NY,New York,Seneca,Seneca,America/New_York
4195,14589,43.24008,-77.17253,Williamson,NY,New York,Wayne,Wayne,America/New_York
4196,14590,43.24228,-76.82725,Wolcott,NY,New York,Wayne,Wayne,America/New_York
4197,14591,42.83196,-78.09835,Wyoming,NY,New York,Wyoming,Wyoming|Genesee,America/New_York
4198,14592,42.87217,-77.89574,York,NY,New York,Livingston,Livingston,America/New_York
4199,14604,43.15678,-77.60479,Rochester,NY,New York,Monroe,Monroe,America/New_York
4200,14605,43.1683,-77.60203,Rochester,NY,New York,Monroe,Monroe,America/New_York
4201,14606,43.17128,-77.69857,Rochester,NY,New York,Monroe,Monroe,America/New_York
4202,14607,43.15081,-77.58644,Rochester,NY,New York,Monroe,Monroe,America/New_York
4203,14608,43.1536,-77.6238,Rochester,NY,New York,Monroe,Monroe,America/New_York
4204,14609,43.17753,-77.55277,Rochester,NY,New York,Monroe,Monroe,America/New_York
4205,14610,43.14258,-77.54548,Rochester,NY,New York,Monroe,Monroe,America/New_York
4206,14611,43.14749,-77.64714,Rochester,NY,New York,Monroe,Monroe,America/New_York
4207,14612,43.26574,-77.67613,Rochester,NY,New York,Monroe,Monroe,America/New_York
4208,14613,43.18222,-77.6404,Rochester,NY,New York,Monroe,Monroe,America/New_York
4209,14614,43.15754,-77.61503,Rochester,NY,New York,Monroe,Monroe,America/New_York
4210,14615,43.20342,-77.65596,Rochester,NY,New York,Monroe,Monroe,America/New_York
4211,14616,43.23464,-77.65755,Rochester,NY,New York,Monroe,Monroe,America/New_York
4212,14617,43.22509,-77.59363,Rochester,NY,New York,Monroe,Monroe,America/New_York
4213,14618,43.113,-77.55536,Rochester,NY,New York,Monroe,Monroe,America/New_York
4214,14619,43.13615,-77.64897,Rochester,NY,New York,Monroe,Monroe,America/New_York
4215,14620,43.12891,-77.60517,Rochester,NY,New York,Monroe,Monroe,America/New_York
4216,14621,43.18971,-77.60374,Rochester,NY,New York,Monroe,Monroe,America/New_York
4217,14622,43.21386,-77.55399,Rochester,NY,New York,Monroe,Monroe,America/New_York
4218,14623,43.08846,-77.64239,Rochester,NY,New York,Monroe,Monroe,America/New_York
4219,14624,43.12739,-77.7323,Rochester,NY,New York,Monroe,Monroe,America/New_York
4220,14625,43.14899,-77.50534,Rochester,NY,New York,Monroe,Monroe,America/New_York
4221,14626,43.2143,-77.71383,Rochester,NY,New York,Monroe,Monroe,America/New_York
4222,14627,43.12861,-77.62917,Rochester,NY,New York,Monroe,Monroe,America/New_York
4223,14701,42.0788,-79.25735,Jamestown,NY,New York,Chautauqua,Chautauqua,America/New_York
4224,14706,42.11331,-78.52578,Allegany,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4225,14707,42.07738,-78.0605,Allentown,NY,New York,Allegany,Allegany,America/New_York
4226,14708,42.01639,-78.06417,Alma,NY,New York,Allegany,Allegany,America/New_York
4227,14709,42.35235,-77.98556,Angelica,NY,New York,Allegany,Allegany,America/New_York
4228,14710,42.09033,-79.42211,Ashville,NY,New York,Chautauqua,Chautauqua,America/New_York
4229,14711,42.32604,-78.12146,Belfast,NY,New York,Allegany,Allegany,America/New_York
4230,14712,42.18102,-79.36726,Bemus Point,NY,New York,Chautauqua,Chautauqua,America/New_York
4231,14714,42.28999,-78.23324,Black Creek,NY,New York,Allegany,Allegany,America/New_York
4232,14715,42.0676,-78.14919,Bolivar,NY,New York,Allegany,Allegany,America/New_York
4233,14716,42.3788,-79.43513,Brocton,NY,New York,Chautauqua,Chautauqua,America/New_York
4234,14717,42.364,-78.18399,Caneadea,NY,New York,Allegany,Allegany,America/New_York
4235,14718,42.34481,-79.28727,Cassadaga,NY,New York,Chautauqua,Chautauqua,America/New_York
4236,14719,42.33848,-78.87923,Cattaraugus,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4237,14720,42.10857,-79.28113,Celoron,NY,New York,Chautauqua,Chautauqua,America/New_York
4238,14721,42.01386,-78.26648,Ceres,NY,New York,Allegany,Allegany,America/New_York
4239,14722,42.20939,-79.46821,Chautauqua,NY,New York,Chautauqua,Chautauqua,America/New_York
4240,14723,42.3104,-79.13985,Cherry Creek,NY,New York,Chautauqua,Chautauqua,America/New_York
4241,14724,42.05281,-79.6687,Clymer,NY,New York,Chautauqua,Chautauqua,America/New_York
4242,14726,42.25158,-79.02122,Conewango Valley,NY,New York,Cattaraugus,Cattaraugus|Chautauqua,America/New_York
4243,14727,42.20785,-78.29184,Cuba,NY,New York,Allegany,Allegany|Cattaraugus,America/New_York
4244,14728,42.26302,-79.41968,Dewittville,NY,New York,Chautauqua,Chautauqua,America/New_York
4245,14729,42.4035,-78.7434,East Otto,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4246,14731,42.3005,-78.65037,Ellicottville,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4247,14732,42.2319,-79.11636,Ellington,NY,New York,Chautauqua,Chautauqua,America/New_York
4248,14733,42.14916,-79.17462,Falconer,NY,New York,Chautauqua,Chautauqua,America/New_York
4249,14735,42.45147,-78.09768,Fillmore,NY,New York,Allegany,Allegany|Wyoming,America/New_York
4250,14736,42.14089,-79.74611,Findley Lake,NY,New York,Chautauqua,Chautauqua,America/New_York
4251,14737,42.33512,-78.43048,Franklinville,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4252,14738,42.04548,-79.06035,Frewsburg,NY,New York,Chautauqua,Chautauqua|Cattaraugus,America/New_York
4253,14739,42.19164,-78.14761,Friendship,NY,New York,Allegany,Allegany,America/New_York
4254,14740,42.21957,-79.18406,Gerry,NY,New York,Chautauqua,Chautauqua,America/New_York
4255,14741,42.21772,-78.59825,Great Valley,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4256,14742,42.12015,-79.30688,Greenhurst,NY,New York,Chautauqua,Chautauqua,America/New_York
4257,14743,42.20296,-78.40516,Hinsdale,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4258,14744,42.42232,-78.21068,Houghton,NY,New York,Allegany,Allegany,America/New_York
4259,14747,42.15401,-79.09133,Kennedy,NY,New York,Chautauqua,Chautauqua|Cattaraugus,America/New_York
4260,14748,42.13712,-78.63735,Kill Buck,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4261,14750,42.07978,-79.32928,Lakewood,NY,New York,Chautauqua,Chautauqua,America/New_York
4262,14752,42.35173,-79.31982,Lily Dale,NY,New York,Chautauqua,Chautauqua,America/New_York
4263,14753,42.05049,-78.64552,Limestone,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4264,14754,42.02571,-78.2059,Little Genesee,NY,New York,Allegany,Allegany,America/New_York
4265,14755,42.23644,-78.81303,Little Valley,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4266,14756,42.19788,-79.42123,Maple Springs,NY,New York,Chautauqua,Chautauqua,America/New_York
4267,14757,42.23673,-79.50416,Mayville,NY,New York,Chautauqua,Chautauqua,America/New_York
4268,14760,42.07338,-78.41388,Olean,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4269,14767,42.05172,-79.51133,Panama,NY,New York,Chautauqua,Chautauqua,America/New_York
4270,14769,42.36811,-79.47649,Portland,NY,New York,Chautauqua,Chautauqua,America/New_York
4271,14770,42.04244,-78.30415,Portville,NY,New York,Cattaraugus,Cattaraugus|Allegany,America/New_York
4272,14772,42.155,-78.95337,Randolph,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4273,14774,42.08839,-78.14914,Richburg,NY,New York,Allegany,Allegany,America/New_York
4274,14775,42.2322,-79.69519,Ripley,NY,New York,Chautauqua,Chautauqua,America/New_York
4275,14777,42.39179,-78.2615,Rushford,NY,New York,Allegany,Allegany,America/New_York
4276,14778,42.07758,-78.48324,Saint Bonaventure,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4277,14779,42.10645,-78.77776,Salamanca,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4278,14781,42.16117,-79.60186,Sherman,NY,New York,Chautauqua,Chautauqua,America/New_York
4279,14782,42.26661,-79.26045,Sinclairville,NY,New York,Chautauqua,Chautauqua,America/New_York
4280,14783,42.07798,-78.88412,Steamburg,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4281,14784,42.3153,-79.38065,Stockton,NY,New York,Chautauqua,Chautauqua,America/New_York
4282,14787,42.31124,-79.57054,Westfield,NY,New York,Chautauqua,Chautauqua,America/New_York
4283,14788,42.06205,-78.38018,Westons Mills,NY,New York,Cattaraugus,Cattaraugus,America/New_York
4284,14801,42.09688,-77.28862,Addison,NY,New York,Steuben,Steuben,America/New_York
4285,14802,42.25326,-77.78926,Alfred,NY,New York,Allegany,Allegany,America/New_York
4286,14803,42.2543,-77.78687,Alfred Station,NY,New York,Allegany,Allegany|Steuben,America/New_York
4287,14804,42.31717,-77.84886,Almond,NY,New York,Allegany,Allegany|Steuben,America/New_York
4288,14805,42.35884,-76.72417,Alpine,NY,New York,Schuyler,Schuyler,America/New_York
4289,14806,42.15996,-77.77932,Andover,NY,New York,Allegany,Allegany|Steuben,America/New_York
4290,14807,42.41922,-77.71193,Arkport,NY,New York,Steuben,Steuben|Allegany,America/New_York
4291,14808,42.55966,-77.46691,Atlanta,NY,New York,Steuben,Steuben,America/New_York
4292,14809,42.41969,-77.44608,Avoca,NY,New York,Steuben,Steuben,America/New_York
4293,14810,42.3487,-77.34272,Bath,NY,New York,Steuben,Steuben,America/New_York
4294,14812,42.29326,-76.99553,Beaver Dams,NY,New York,Schuyler,Schuyler|Chemung|Steuben,America/New_York
4295,14813,42.24794,-77.99107,Belmont,NY,New York,Allegany,Allegany,America/New_York
4296,14814,42.15003,-76.95274,Big Flats,NY,New York,Chemung,Chemung|Steuben,America/New_York
4297,14815,42.37458,-77.09279,Bradford,NY,New York,Schuyler,Schuyler|Steuben,America/New_York
4298,14816,42.19533,-76.73129,Breesport,NY,New York,Chemung,Chemung,America/New_York
